Date,State,Region_Index,ANC_Registered,Adult_Death_TB,Adult_Suicide,C_Section,Child_Diarrhoea,Child_Malaria,Child_TB,Condoms_Distributed,Early_Breastfeeding,Immunization_MR,Infant_Death_Sepsis,Institutional_Delivery,Low_Birth_Weight,Maternal_Death_Bleeding,PW_Hypertension,Severe_Anaemia_Treated
22-02-2019,Himachal Pradesh,0,334,1,1,58,48,0,0,11316,241,308,0,245,37,0,7,2
22-02-2019,Himachal Pradesh,1,2,0,0,0,0,0,0,66,0,3,0,0,0,0,0,0
22-02-2019,Jammu & Kashmir,0,900,0,0,187,163,0,0,8523,507,599,2,508,29,0,26,98
22-02-2019,Jammu & Kashmir,1,172,0,0,43,5,0,0,556,48,68,0,51,3,0,4,1
22-02-2019,Jharkhand,0,2739,0,1,145,74,18,1,25646,1982,2085,1,1939,146,0,33,30
22-02-2019,Jharkhand,1,205,0,0,24,4,1,0,588,95,177,0,95,7,0,2,1
22-02-2019,Karnataka,0,2494,4,17,438,563,4,4,38146,1419,2240,3,1513,215,0,97,74
22-02-2019,Karnataka,1,786,0,1,448,119,2,1,8895,980,808,0,1070,73,0,44,20
22-02-2019,Kerala,0,1333,0,1,445,193,0,0,4725,1108,1218,0,1155,127,0,44,5
22-02-2019,Kerala,1,208,0,0,112,28,0,0,906,209,132,0,238,22,0,8,1
22-02-2019,Lakshadweep,0,4,0,0,1,5,0,0,88,2,3,0,3,0,0,0,0
22-02-2019,Madhya Pradesh,0,4695,6,13,212,725,18,9,60563,3199,4352,6,3064,483,1,99,130
22-02-2019,Madhya Pradesh,1,933,0,0,221,84,24,1,10085,808,700,1,910,127,0,31,48
22-02-2019,Maharashtra,0,3743,6,19,1047,170,3,4,30272,3996,3804,5,4417,521,0,90,178
22-02-2019,Maharashtra,1,2096,2,0,208,112,2,1,19657,734,2131,0,832,116,0,32,54
22-02-2019,Manipur,0,160,0,0,23,31,0,0,422,86,103,0,82,4,0,1,0
22-02-2019,Manipur,1,10,0,0,9,1,0,0,21,14,9,0,15,1,0,0,0
22-02-2019,Meghalaya,0,412,1,0,24,204,1,1,921,236,193,0,158,20,0,11,10
22-02-2019,Meghalaya,1,13,0,0,0,7,0,0,68,0,11,0,0,0,0,0,0
22-02-2019,Mizoram,0,50,0,0,8,31,2,0,300,51,36,0,46,3,0,2,0
22-02-2019,Mizoram,1,20,0,0,3,2,0,0,128,8,17,0,9,0,0,0,0
22-02-2019,Nagaland,0,88,0,0,5,12,0,0,201,45,44,0,41,2,0,1,0
22-02-2019,Nagaland,1,30,0,0,4,2,0,0,124,6,7,0,9,1,0,0,0
22-02-2019,Odisha,0,2071,3,3,409,509,43,2,24493,1817,1790,3,1779,347,0,32,36
22-02-2019,Odisha,1,165,0,0,9,13,0,0,1474,32,146,1,31,6,0,2,2
22-02-2019,Puducherry,0,80,0,0,17,23,0,0,1295,36,18,0,38,5,0,2,0
22-02-2019,Puducherry,1,222,0,0,24,8,0,0,1762,55,28,0,91,13,0,6,5
22-02-2019,Punjab,0,949,3,4,276,90,0,1,51331,646,858,0,808,70,0,20,20
22-02-2019,Punjab,1,346,0,0,154,45,0,0,13864,271,319,0,322,13,0,6,5
22-02-2019,Rajasthan,0,3737,4,5,122,842,18,4,96404,2246,2172,3,2444,317,0,37,82
22-02-2019,Rajasthan,1,1260,4,1,363,107,3,2,10107,1256,434,5,1621,223,0,49,60
22-02-2019,Sikkim,0,24,0,0,5,10,0,0,718,11,15,0,14,1,0,1,0
22-02-2019,Sikkim,1,4,0,0,4,0,0,0,76,4,3,0,8,1,0,0,0
22-02-2019,Tamil Nadu,0,2139,4,22,406,1867,3,0,11754,971,1959,3,1132,170,0,85,52
22-02-2019,Tamil Nadu,1,942,0,1,841,123,0,0,4977,1144,817,0,1607,186,0,35,22
22-02-2019,Telangana,0,1409,2,9,511,84,1,1,10722,968,1242,0,1062,76,0,36,46
22-02-2019,Telangana,1,881,0,0,428,62,2,0,1850,494,622,0,780,49,0,23,16
22-02-2019,Tripura,0,178,0,1,26,33,4,0,450,123,134,0,127,16,0,3,2
22-02-2019,Tripura,1,14,0,0,12,1,0,0,62,19,11,0,20,2,0,0,0
22-02-2019,Uttar Pradesh,0,17080,2,2,540,1301,34,20,102095,9695,13746,2,9509,1176,3,288,342
22-02-2019,Uttar Pradesh,1,2163,0,0,358,201,7,1,20509,1162,2124,0,1653,58,0,16,18
22-02-2019,Uttarakhand,0,530,0,0,40,33,1,0,6334,274,450,0,241,22,0,8,3
22-02-2019,Uttarakhand,1,107,0,0,18,15,0,0,1019,143,77,0,154,10,0,1,6
22-02-2019,West Bengal,0,4446,5,16,510,746,1,4,75879,2068,3824,6,2301,498,0,132,13
22-02-2019,West Bengal,1,548,0,2,828,152,17,0,8056,930,463,1,1496,243,0,48,16
23-02-2019,A & N Islands,0,11,0,0,3,5,0,0,392,9,9,0,11,2,0,1,0
23-02-2019,A & N Islands,1,3,0,0,0,0,0,0,37,0,2,0,0,0,0,0,0
23-02-2019,Andhra Pradesh,0,1859,7,9,252,107,2,2,65784,730,1879,3,743,75,0,33,21
23-02-2019,Andhra Pradesh,1,521,0,0,518,41,0,0,3679,1314,608,0,1427,34,0,11,9
23-02-2019,Arunachal Pradesh,0,87,0,0,11,23,1,0,255,49,53,0,54,3,0,2,1
23-02-2019,Arunachal Pradesh,1,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
23-02-2019,Assam,0,1940,2,4,263,283,4,2,14712,1627,1616,3,1442,239,0,61,30
23-02-2019,Assam,1,118,0,0,122,13,0,0,512,145,113,0,168,18,0,3,1
23-02-2019,Bihar,0,8575,0,0,145,202,2,4,28634,5308,6981,1,5410,597,1,81,67
23-02-2019,Bihar,1,1105,0,0,3,23,0,1,3306,377,1006,0,318,33,0,7,9
23-02-2019,Chandigarh,0,50,1,0,24,15,0,0,195,52,4,0,63,17,0,4,1
23-02-2019,Chandigarh,1,55,0,0,4,17,0,0,4257,20,45,0,21,3,0,1,1
23-02-2019,Chhattisgarh,0,1638,2,7,119,305,48,2,12859,1201,1420,1,1161,146,0,36,42
23-02-2019,Chhattisgarh,1,292,0,0,95,33,0,0,959,214,267,0,209,15,0,6,5
23-02-2019,Dadra & Nagar Haveli,0,18,0,0,7,8,0,0,1080,23,16,0,25,9,0,1,1
23-02-2019,Dadra & Nagar Haveli,1,6,0,0,2,0,0,0,1360,3,8,0,3,0,0,0,0
23-02-2019,Daman & Diu,0,13,0,0,3,3,0,0,340,9,10,0,10,2,0,0,0
23-02-2019,Daman & Diu,1,6,0,0,1,0,0,0,82,1,4,0,2,0,0,0,0
23-02-2019,Delhi,0,852,1,2,208,218,2,3,2604,510,104,2,654,150,0,53,35
23-02-2019,Delhi,1,1261,0,0,60,350,3,0,13065,130,805,0,150,26,0,12,9
23-02-2019,Goa,0,71,0,0,14,11,0,0,1128,35,50,0,41,9,0,3,1
23-02-2019,Goa,1,15,0,0,9,0,0,0,54,9,14,0,15,1,0,0,0
23-02-2019,Gujarat,0,2666,5,6,250,775,12,3,50672,1762,2402,5,1913,293,0,49,183
23-02-2019,Gujarat,1,1163,0,0,386,70,4,1,21750,1412,1117,0,1580,128,0,11,21
23-02-2019,Haryana,0,1224,4,5,112,81,0,1,37484,766,1171,2,825,140,0,29,78
23-02-2019,Haryana,1,444,0,0,174,30,0,0,10478,618,504,0,652,45,0,3,6
23-02-2019,Himachal Pradesh,0,313,1,1,58,47,0,0,10942,245,284,0,242,35,0,6,2
23-02-2019,Himachal Pradesh,1,2,0,0,0,0,0,0,64,0,3,0,0,0,0,0,0
23-02-2019,Jammu & Kashmir,0,914,0,0,188,161,0,0,7978,471,588,2,498,28,0,26,104
23-02-2019,Jammu & Kashmir,1,173,0,0,43,5,0,0,576,47,66,0,50,3,0,4,1
23-02-2019,Jharkhand,0,2724,0,1,157,73,18,1,25393,2014,2259,1,1930,144,0,32,33
23-02-2019,Jharkhand,1,206,0,0,22,3,1,0,616,95,180,0,97,7,0,2,1
23-02-2019,Karnataka,0,2635,5,17,412,564,4,4,37630,1413,2322,3,1609,197,0,99,79
23-02-2019,Karnataka,1,845,0,1,435,112,2,1,9456,1005,792,0,1169,69,0,41,19
23-02-2019,Kerala,0,1332,0,1,458,190,0,0,4766,1098,1190,0,1181,132,0,43,6
23-02-2019,Kerala,1,202,0,0,112,29,0,0,892,214,126,0,229,21,0,8,1
23-02-2019,Lakshadweep,0,4,0,0,1,5,0,0,91,2,3,0,2,0,0,0,0
23-02-2019,Madhya Pradesh,0,4994,6,13,231,729,19,9,60432,3114,4258,6,2984,480,1,99,130
23-02-2019,Madhya Pradesh,1,941,0,1,208,79,22,1,10352,816,736,1,884,120,0,31,50
23-02-2019,Maharashtra,0,3993,6,18,1074,165,3,4,29905,4030,3730,5,4554,526,0,87,188
23-02-2019,Maharashtra,1,2077,2,0,198,121,2,1,20687,729,2072,0,838,115,0,33,54
23-02-2019,Manipur,0,155,0,0,24,31,0,0,430,93,103,0,87,4,0,1,0
23-02-2019,Manipur,1,10,0,0,10,1,0,0,22,15,9,0,14,1,0,0,0
23-02-2019,Meghalaya,0,395,1,0,25,201,1,1,931,244,190,1,161,20,0,11,10
23-02-2019,Meghalaya,1,12,0,0,0,7,0,0,70,0,11,0,0,0,0,0,0
23-02-2019,Mizoram,0,47,0,0,7,29,2,0,284,52,37,0,48,2,0,2,0
23-02-2019,Mizoram,1,22,0,0,3,2,0,0,127,8,17,0,9,0,0,0,0
23-02-2019,Nagaland,0,86,0,0,5,11,0,0,206,43,46,0,42,2,0,1,0
23-02-2019,Nagaland,1,28,0,0,4,2,0,0,120,6,8,0,9,1,0,0,0
23-02-2019,Odisha,0,1913,3,3,428,509,46,2,25590,1756,1816,3,1888,346,0,29,35
23-02-2019,Odisha,1,154,0,0,10,14,0,0,1468,30,147,1,30,6,0,2,2
23-02-2019,Puducherry,0,81,0,0,17,22,0,0,1298,36,17,0,41,5,0,2,0
23-02-2019,Puducherry,1,214,0,0,25,8,0,0,1772,57,26,0,91,12,0,5,4
23-02-2019,Punjab,0,973,3,4,288,87,0,1,52042,653,836,0,769,74,0,20,22
23-02-2019,Punjab,1,338,0,0,152,45,0,0,14012,255,323,0,335,13,0,6,4
23-02-2019,Rajasthan,0,4011,4,5,128,852,17,5,102502,2302,2208,3,2414,344,0,37,85
23-02-2019,Rajasthan,1,1249,4,1,375,114,3,2,10549,1251,419,5,1542,228,0,49,60
23-02-2019,Sikkim,0,23,0,0,4,11,0,0,751,11,16,0,13,1,0,1,0
23-02-2019,Sikkim,1,4,0,0,4,0,0,0,72,3,3,0,8,1,0,0,0
23-02-2019,Tamil Nadu,0,2233,4,20,423,1762,3,0,12078,1013,2008,3,1175,182,0,85,51
23-02-2019,Tamil Nadu,1,969,0,1,786,131,0,0,5150,1129,792,0,1625,180,0,33,22
23-02-2019,Telangana,0,1369,2,9,516,91,1,1,11462,902,1319,0,1080,75,0,39,47
23-02-2019,Telangana,1,821,0,0,391,61,3,0,1718,504,581,0,765,51,0,23,17
23-02-2019,Tripura,0,194,0,1,27,32,4,0,453,121,133,0,125,16,0,3,2
23-02-2019,Tripura,1,14,0,0,12,1,0,0,60,20,10,0,20,2,0,0,0
23-02-2019,Uttar Pradesh,0,17830,3,2,578,1316,31,19,97904,9847,13858,2,9434,1285,3,299,343
23-02-2019,Uttar Pradesh,1,2144,0,0,356,200,7,1,20357,1114,2072,0,1629,59,0,17,19
23-02-2019,Uttarakhand,0,526,0,0,40,36,1,0,6336,265,452,0,238,22,0,8,3
23-02-2019,Uttarakhand,1,106,0,0,17,16,0,0,1029,137,72,0,161,10,0,1,6
23-02-2019,West Bengal,0,4366,4,15,511,746,1,4,77881,1991,3913,7,2140,503,0,135,13
23-02-2019,West Bengal,1,516,0,2,857,152,17,0,7744,1018,489,1,1469,244,0,49,17
24-02-2019,A & N Islands,0,11,0,0,3,5,0,0,404,8,10,0,10,2,0,1,0
24-02-2019,A & N Islands,1,3,0,0,0,1,0,0,37,0,2,0,0,0,0,0,0
24-02-2019,Andhra Pradesh,0,1919,6,9,242,107,2,2,68603,766,1905,3,800,74,0,33,21
24-02-2019,Andhra Pradesh,1,525,0,0,525,40,0,0,3782,1315,632,0,1354,34,0,12,9
24-02-2019,Arunachal Pradesh,0,86,0,0,10,24,1,0,262,50,53,0,55,3,0,2,1
24-02-2019,Arunachal Pradesh,1,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
24-02-2019,Assam,0,1927,2,4,266,288,3,2,14486,1642,1723,3,1554,230,0,62,30
24-02-2019,Assam,1,116,0,0,130,13,0,0,484,139,114,0,163,18,0,3,1
24-02-2019,Bihar,0,8716,0,0,144,214,2,4,30251,5351,7201,1,5174,556,0,81,64
24-02-2019,Bihar,1,1186,0,0,3,23,0,1,3178,411,1012,0,305,35,0,7,9
24-02-2019,Chandigarh,0,48,1,0,24,14,0,0,195,51,4,0,60,17,0,4,0
24-02-2019,Chandigarh,1,55,0,0,4,17,0,0,4010,20,41,0,21,3,0,1,1
24-02-2019,Chhattisgarh,0,1692,1,7,116,320,50,2,13140,1175,1431,1,1171,154,0,34,42
24-02-2019,Chhattisgarh,1,306,0,0,94,32,0,0,1003,206,269,0,210,15,0,6,5
24-02-2019,Dadra & Nagar Haveli,0,18,0,0,7,9,0,0,1050,25,17,0,25,9,0,1,1
24-02-2019,Dadra & Nagar Haveli,1,6,0,0,2,0,0,0,1340,3,8,0,3,0,0,0,0
24-02-2019,Daman & Diu,0,14,0,0,3,3,0,0,339,9,10,0,10,2,0,0,0
24-02-2019,Daman & Diu,1,6,0,0,1,0,0,0,85,1,4,0,2,0,0,0,0
24-02-2019,Delhi,0,881,1,3,208,205,2,3,2759,512,100,2,663,155,0,52,34
24-02-2019,Delhi,1,1355,0,0,62,342,3,0,13438,124,818,0,152,25,0,12,9
24-02-2019,Goa,0,65,0,0,15,11,0,0,1119,33,46,0,40,9,0,3,1
24-02-2019,Goa,1,15,0,0,9,0,0,0,54,10,14,0,14,1,0,1,0
24-02-2019,Gujarat,0,2678,4,6,235,834,12,3,52795,1796,2267,5,1864,299,0,52,195
24-02-2019,Gujarat,1,1243,0,0,387,73,4,1,22202,1403,1177,0,1501,139,0,11,19
24-02-2019,Haryana,0,1280,4,5,105,85,0,1,37399,811,1093,2,841,138,0,28,77
24-02-2019,Haryana,1,416,0,0,170,29,0,0,10415,619,502,0,638,43,0,3,6
24-02-2019,Himachal Pradesh,0,325,1,1,57,48,0,0,10767,241,304,0,242,35,0,7,2
24-02-2019,Himachal Pradesh,1,2,0,0,0,0,0,0,60,0,3,0,0,0,0,0,0
24-02-2019,Jammu & Kashmir,0,880,0,0,187,162,0,0,7934,460,634,2,491,28,0,26,100
24-02-2019,Jammu & Kashmir,1,186,0,0,42,5,0,0,563,50,62,0,48,3,0,4,1
24-02-2019,Jharkhand,0,2708,0,1,149,70,17,1,25442,1947,2233,1,2002,148,0,30,31
24-02-2019,Jharkhand,1,218,0,0,23,4,1,0,611,91,180,0,90,6,0,2,1
24-02-2019,Karnataka,0,2698,4,17,413,604,4,4,38350,1500,2265,3,1526,204,0,96,72
24-02-2019,Karnataka,1,819,0,1,448,120,2,1,9709,1050,814,0,1171,73,0,42,20
24-02-2019,Kerala,0,1399,0,1,441,195,0,0,4986,1111,1207,0,1090,125,0,46,5
24-02-2019,Kerala,1,214,0,0,108,27,0,0,903,203,133,0,235,21,0,7,1
24-02-2019,Lakshadweep,0,4,0,0,1,5,0,0,85,3,3,0,3,0,0,0,0
24-02-2019,Madhya Pradesh,0,4587,6,13,218,732,19,8,60336,3171,4484,6,3136,516,1,105,133
24-02-2019,Madhya Pradesh,1,969,0,0,206,80,23,1,10255,780,707,1,883,129,0,31,47
24-02-2019,Maharashtra,0,4057,6,18,1021,171,4,4,30248,4011,3729,5,4530,512,0,88,187
24-02-2019,Maharashtra,1,2077,2,0,200,112,2,1,19185,766,1956,0,800,116,0,31,56
24-02-2019,Manipur,0,151,0,0,23,31,0,0,408,92,104,0,89,4,0,1,0
24-02-2019,Manipur,1,10,0,0,10,1,0,0,21,14,9,0,14,1,0,0,0
24-02-2019,Meghalaya,0,394,1,0,24,191,1,1,867,250,198,1,153,20,0,12,10
24-02-2019,Meghalaya,1,13,0,0,0,7,0,0,63,0,11,0,0,0,0,0,0
24-02-2019,Mizoram,0,51,0,0,8,30,2,0,292,51,37,0,48,3,0,2,0
24-02-2019,Mizoram,1,22,0,0,3,2,0,0,134,8,18,0,9,0,0,0,0
24-02-2019,Nagaland,0,86,0,0,5,11,0,0,209,43,47,0,44,2,0,1,0
24-02-2019,Nagaland,1,29,0,0,4,3,0,0,128,6,8,0,10,1,0,0,0
24-02-2019,Odisha,0,2026,3,3,441,489,44,2,25075,1802,1796,3,1894,328,0,30,34
24-02-2019,Odisha,1,160,0,0,9,14,0,0,1484,30,156,1,31,5,0,2,2
24-02-2019,Puducherry,0,76,0,0,16,22,0,0,1262,38,17,0,41,5,0,2,0
24-02-2019,Puducherry,1,213,0,0,24,8,0,0,1754,56,27,0,87,12,0,5,5
24-02-2019,Punjab,0,984,3,4,291,87,0,1,52264,652,830,0,743,71,0,20,21
24-02-2019,Punjab,1,346,0,0,155,43,0,0,15102,262,295,0,322,14,0,6,4
24-02-2019,Rajasthan,0,3910,4,5,129,882,18,4,99547,2295,2197,3,2374,341,0,35,90
24-02-2019,Rajasthan,1,1197,4,1,362,111,3,2,10405,1233,426,5,1615,222,0,49,57
24-02-2019,Sikkim,0,24,0,0,5,10,0,0,703,10,16,0,13,1,0,1,0
24-02-2019,Sikkim,1,4,0,0,4,0,0,0,73,3,3,0,8,1,0,0,0
24-02-2019,Tamil Nadu,0,2138,4,22,422,1908,3,0,11534,982,1992,3,1185,172,0,85,54
24-02-2019,Tamil Nadu,1,954,0,1,810,127,0,0,5188,1140,822,0,1649,173,0,34,21
24-02-2019,Telangana,0,1348,2,9,488,90,1,1,11346,906,1236,0,1061,72,0,38,46
24-02-2019,Telangana,1,865,0,0,428,60,2,0,1811,498,606,0,805,50,0,24,16
24-02-2019,Tripura,0,194,0,1,26,33,4,0,438,118,130,0,120,16,0,3,2
24-02-2019,Tripura,1,15,0,0,12,1,0,0,60,20,11,0,20,2,0,0,0
24-02-2019,Uttar Pradesh,0,17230,3,2,565,1242,32,19,105188,9932,13996,2,9475,1249,3,299,348
24-02-2019,Uttar Pradesh,1,2177,0,0,360,185,7,1,21063,1120,2090,0,1613,58,0,17,18
24-02-2019,Uttarakhand,0,568,0,0,42,36,1,0,5979,262,470,0,250,22,0,8,3
24-02-2019,Uttarakhand,1,100,0,0,17,16,0,0,956,138,74,0,147,10,0,1,6
24-02-2019,West Bengal,0,4299,5,16,518,790,1,4,80103,2008,3620,6,2270,509,0,127,13
24-02-2019,West Bengal,1,530,0,2,819,162,18,0,8096,1009,488,1,1493,257,0,49,16
25-02-2019,A & N Islands,0,11,0,0,3,5,0,0,382,9,9,0,11,2,0,1,0
25-02-2019,A & N Islands,1,3,0,0,0,1,0,0,39,0,2,0,0,0,0,0,0
25-02-2019,Andhra Pradesh,0,1966,7,8,250,107,2,2,64747,721,1804,3,734,75,0,31,21
25-02-2019,Andhra Pradesh,1,499,0,0,522,40,0,0,3580,1360,615,0,1384,34,0,12,9
25-02-2019,Arunachal Pradesh,0,83,0,0,11,24,1,0,264,52,57,0,58,3,0,2,1
25-02-2019,Arunachal Pradesh,1,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
25-02-2019,Assam,0,1955,2,4,250,300,4,2,14435,1629,1742,3,1475,230,0,61,29
25-02-2019,Assam,1,124,0,0,131,13,0,0,475,152,112,0,159,19,0,4,1
25-02-2019,Bihar,0,8665,0,0,146,212,2,4,29357,5387,6952,1,5440,569,1,85,70
25-02-2019,Bihar,1,1161,0,0,3,25,0,1,3227,381,968,0,323,34,0,7,8
25-02-2019,Chandigarh,0,47,1,0,24,15,0,0,185,51,4,0,61,17,0,4,1
25-02-2019,Chandigarh,1,59,0,0,4,16,0,0,4026,20,45,0,22,3,0,1,1
25-02-2019,Chhattisgarh,0,1668,1,7,117,325,47,2,12706,1226,1410,1,1196,154,0,35,39
25-02-2019,Chhattisgarh,1,308,0,0,102,34,0,0,937,205,270,0,229,15,0,6,4
25-02-2019,Dadra & Nagar Haveli,0,19,0,0,7,8,0,0,1036,25,17,0,24,9,0,1,1
25-02-2019,Dadra & Nagar Haveli,1,6,0,0,2,0,0,0,1355,3,8,0,3,0,0,0,0
25-02-2019,Daman & Diu,0,13,0,0,3,3,0,0,322,9,10,0,10,3,0,0,0
25-02-2019,Daman & Diu,1,6,0,0,1,0,0,0,77,1,4,0,2,0,0,0,0
25-02-2019,Delhi,0,864,1,2,210,214,2,3,2648,502,104,2,666,154,0,53,35
25-02-2019,Delhi,1,1295,0,0,62,329,3,0,13280,128,788,0,145,25,0,12,9
25-02-2019,Goa,0,71,0,0,14,11,0,0,1105,33,50,0,41,9,0,3,1
25-02-2019,Goa,1,15,0,0,9,0,0,0,56,10,14,0,15,1,0,0,0
25-02-2019,Gujarat,0,2723,5,6,242,824,12,3,54271,1682,2365,5,1876,306,0,49,180
25-02-2019,Gujarat,1,1159,0,0,363,69,4,1,22296,1356,1105,0,1498,128,0,11,19
25-02-2019,Haryana,0,1248,4,5,106,79,0,1,38278,788,1098,2,782,128,0,29,79
25-02-2019,Haryana,1,416,0,1,175,30,0,0,10990,594,479,0,667,46,0,3,7
25-02-2019,Himachal Pradesh,0,327,1,1,56,48,0,0,11803,235,308,0,243,36,0,6,2
25-02-2019,Himachal Pradesh,1,2,0,0,0,0,0,0,61,0,3,0,0,0,0,0,0
25-02-2019,Jammu & Kashmir,0,851,0,0,194,158,0,0,8008,493,602,2,512,27,0,26,100
25-02-2019,Jammu & Kashmir,1,187,0,0,41,5,0,0,559,50,65,0,50,3,0,4,1
25-02-2019,Jharkhand,0,2508,0,1,151,76,18,1,26547,2025,2170,1,2091,140,0,31,32
25-02-2019,Jharkhand,1,210,0,0,23,4,1,0,629,91,172,0,89,6,0,2,1
25-02-2019,Karnataka,0,2610,4,16,404,576,4,4,39084,1423,2333,3,1559,204,0,98,79
25-02-2019,Karnataka,1,862,0,1,427,113,2,1,9497,999,853,0,1149,70,0,44,19
25-02-2019,Kerala,0,1338,0,1,447,186,0,0,4878,1060,1235,0,1143,127,0,43,6
25-02-2019,Kerala,1,217,0,0,109,29,0,0,877,204,137,0,223,21,0,7,1
25-02-2019,Lakshadweep,0,4,0,0,1,5,0,0,91,3,3,0,2,0,0,0,0
25-02-2019,Madhya Pradesh,0,4571,5,14,225,670,18,8,64172,2928,4523,6,3218,489,1,102,140
25-02-2019,Madhya Pradesh,1,986,0,1,221,87,23,1,10558,782,759,1,904,125,0,31,48
25-02-2019,Maharashtra,0,4077,7,18,1048,162,4,4,31351,4150,3551,5,4651,543,0,84,180
25-02-2019,Maharashtra,1,2236,2,0,195,112,2,1,19184,725,1991,0,796,111,0,31,55
25-02-2019,Manipur,0,152,0,0,22,32,0,0,430,88,107,0,85,4,0,1,0
25-02-2019,Manipur,1,10,0,0,10,1,0,0,20,15,9,0,14,1,0,0,0
25-02-2019,Meghalaya,0,408,1,0,26,197,1,1,893,243,198,0,160,20,0,12,10
25-02-2019,Meghalaya,1,13,0,0,0,7,0,0,68,0,11,0,0,0,0,0,0
25-02-2019,Mizoram,0,48,0,0,7,29,2,0,277,51,38,0,44,3,0,2,0
25-02-2019,Mizoram,1,21,0,0,3,2,0,0,124,8,18,0,9,0,0,0,0
25-02-2019,Nagaland,0,89,0,0,5,12,0,0,207,44,46,0,40,2,0,1,0
25-02-2019,Nagaland,1,30,0,0,4,3,0,0,128,6,8,0,9,1,0,0,0
25-02-2019,Odisha,0,2018,3,3,419,493,45,2,25715,1803,1792,3,1902,342,0,31,35
25-02-2019,Odisha,1,153,0,0,9,14,0,0,1544,30,144,1,31,6,0,2,2
25-02-2019,Puducherry,0,81,0,0,17,23,0,0,1342,36,17,0,41,5,0,2,0
25-02-2019,Puducherry,1,208,0,0,24,8,0,0,1766,54,26,0,90,12,0,6,5
25-02-2019,Punjab,0,929,3,4,265,86,0,1,54765,636,883,0,796,70,0,20,22
25-02-2019,Punjab,1,324,0,0,159,43,0,0,14351,270,323,0,326,13,0,6,4
25-02-2019,Rajasthan,0,4060,4,5,130,870,17,4,98879,2385,2066,3,2592,321,0,37,89
25-02-2019,Rajasthan,1,1198,4,1,381,113,3,2,10351,1270,419,5,1631,236,0,47,60
25-02-2019,Sikkim,0,25,0,0,5,11,0,0,729,10,16,0,14,1,0,1,0
25-02-2019,Sikkim,1,4,0,0,4,0,0,0,72,4,3,0,8,1,0,0,0
25-02-2019,Tamil Nadu,0,2229,4,22,403,1753,3,0,12031,954,1930,3,1199,182,0,91,53
25-02-2019,Tamil Nadu,1,962,0,1,811,128,0,0,4975,1188,811,0,1559,188,0,34,23
25-02-2019,Telangana,0,1384,2,9,499,89,1,1,11037,901,1234,0,1042,71,0,37,48
25-02-2019,Telangana,1,812,0,0,391,56,3,0,1790,496,614,0,788,50,0,25,17
25-02-2019,Tripura,0,187,0,1,26,34,4,0,418,121,130,0,131,16,0,3,2
25-02-2019,Tripura,1,14,0,0,13,1,0,0,63,20,11,0,19,2,0,0,0
25-02-2019,Uttar Pradesh,0,18452,2,2,557,1227,32,20,103796,9676,13123,2,9440,1214,3,289,359
25-02-2019,Uttar Pradesh,1,2194,0,0,378,195,7,1,20996,1096,2076,0,1509,60,0,16,18
25-02-2019,Uttarakhand,0,541,0,0,40,33,1,0,5999,265,448,0,252,23,0,8,3
25-02-2019,Uttarakhand,1,108,0,0,18,15,0,0,960,134,74,0,161,10,0,1,5
25-02-2019,West Bengal,0,4178,5,15,482,747,1,5,74459,2131,3670,6,2184,525,0,129,14
25-02-2019,West Bengal,1,525,0,2,845,158,17,0,7846,950,498,1,1442,249,0,50,16
26-02-2019,A & N Islands,0,11,0,0,3,5,0,0,405,9,9,0,10,2,0,1,0
26-02-2019,A & N Islands,1,3,0,0,0,1,0,0,37,0,2,0,0,0,0,0,0
26-02-2019,Andhra Pradesh,0,1804,6,8,240,109,2,2,63260,740,1866,3,775,69,0,33,22
26-02-2019,Andhra Pradesh,1,499,0,0,526,41,0,0,3615,1369,620,0,1378,33,0,12,9
26-02-2019,Arunachal Pradesh,0,90,0,0,11,22,1,0,273,51,57,0,56,3,0,2,1
26-02-2019,Arunachal Pradesh,1,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
26-02-2019,Assam,0,1969,2,4,275,305,3,2,14669,1553,1678,3,1422,235,0,59,29
26-02-2019,Assam,1,122,0,0,121,13,0,0,493,151,120,0,157,18,0,3,1
26-02-2019,Bihar,0,9093,0,0,138,207,2,4,30296,5250,7404,1,5507,564,1,81,66
26-02-2019,Bihar,1,1105,0,0,3,23,0,1,3307,375,1023,0,319,35,0,7,9
26-02-2019,Chandigarh,0,49,1,0,25,14,0,0,196,55,3,0,61,17,0,4,1
26-02-2019,Chandigarh,1,60,0,0,4,17,0,0,4201,19,45,0,20,3,0,1,1
26-02-2019,Chhattisgarh,0,1648,2,7,123,328,48,2,12547,1239,1487,1,1144,145,0,34,40
26-02-2019,Chhattisgarh,1,312,0,0,96,33,0,0,994,217,285,0,226,14,0,6,4
26-02-2019,Dadra & Nagar Haveli,0,18,0,0,7,8,0,0,1065,23,17,0,26,9,0,1,1
26-02-2019,Dadra & Nagar Haveli,1,6,0,0,2,0,0,0,1356,3,8,0,3,0,0,0,0
26-02-2019,Daman & Diu,0,14,0,0,3,3,0,0,323,9,10,0,10,3,0,0,0
26-02-2019,Daman & Diu,1,6,0,0,1,0,0,0,83,1,4,0,2,0,0,0,0
